regiao;idade;area;sexo;cor.ou.raca;escolaridade;escolaridadepai;escolaridademae;rendachefedefamiliaultimomes;renda.total.de.todos.os.moradores;numero.de.moradores.no.domicilio;no.ultimo.mes.alguma.pessoa.deste.domicilio.recebeu.rendimentos.do.bolsa.familia;religiao;mulheres.que.usam.roupas.que.mostram.o.corpo.merecem.ser.atacadas;as.mulatas.sao.mais.fogosas.do.que.as.mulheres.brancas;da.pra.entender.que.um.homem.que.cresceu.em.uma.familia.violenta.agrida.sua.mulher;os.homens.devem.ser.a.cabeca.do.lar;casos.de.violencia.dentro.de.casa.devem.ser.discutidos.somente.entre.os.membros.;incomoda.ver.dois.homens,.ou.duas.mulheres,.se.beijando.na.boca.em.publico;se.as.mulheres.soubessem.como.se.comportar,.haveria.menos.estupros;homem.que.bate.na.esposa.tem.que.ir.para.a.cadeia;e.violencia.falar.mentiras.sobre.uma.mulher.para.os.outros;toda.mulher.sonha.em.se.casar;o.que.acontece.com.o.casal.em.casa.nao.interessa.aos.outros;quando.ha.violencia,.os.casais.devem.se.separar;casais.de.pessoas.do.mesmo.sexo.devem.ter.os.mesmos.direitos.dos.outros.casais;da.pra.entender.que.um.homem.rasgue.ou.quebre.as.coisas.da.mulher.se.ficou.nervoso;um.homem.pode.xingar.e.gritar.com.sua.propria.mulher;e.da.natureza.do.homem.ser.violento;em.briga.de.marido.e.mulher,.nao.se.mete.a.colher;a.roupa.suja.deve.ser.lavada.em.casa;uma.mulher.so.se.sente.realizada.quando.tem.filhos;a.mulher.casada.deve.satisfazer.o.marido.na.cama,.mesmo.quando.nao.tem.vontade;piada.de.preto.e.so.brincadeira,.nao.e.racismo;um.casal.de.dois.homens.vive.um.amor.tao.bonito.quanto.entre.um.homem.e.uma.mulher;mulher.que.e.agredida.e.continua.com.o.parceiro.gosta.de.apanhar;casamento.de.homem.com.homem.ou.de.mulher.com.mulher.deve.ser.proibido;a.mulher.que.apanha.em.casa.deve.ficar.quieta.para.nao.prejudicar.os.filhos;a.questao.da.violencia.contra.as.mulheres.recebe.mais.importancia.do.que.merece;tem.mulher.que.e.pra.casar,.tem.mulher.que.e.pra.cama
SUL;37;urbano;feminino;branca;medio completo;segunda serie fundamental;superior completo;1000;2000;5;2;catolica;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;ns;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;concorda total;ns;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda total
SUDESTE;25;metropolitano;feminino;parda;segunda serie medio;segunda serie medio;segunda serie medio;2000;2000;4;2;catolica;discorda parcial;discorda parcial;discorda total;neutro;concorda parcial;concorda parcial;discorda parcial;concorda parcial;discorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;concorda parcial;neutro;discorda parcial;discorda total;neutro;concorda parcial;discorda total;concorda total;concorda parcial
SUDESTE;48;metropolitano;feminino;amarela;quarta serie fundamental incompleta;primeira serie fundamental;analfabeto ou sem instrucao;650;;3;2;espirita;concorda total;discorda total;discorda parcial;discorda total;discorda total;neutro;discorda total;concorda parcial;discorda parcial;discorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda parcial;discorda total;discorda total;discorda parcial;discorda total;concorda parcial;discorda parcial;discorda parcial
NORTE;30;urbano;feminino;parda;segunda serie medio;oitava serie fundamental incompleta;medio completo;500;500;3;2;catolica;concorda parcial;ns;discorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;concorda total;discorda total;discorda parcial;concorda total
SUDESTE;18;metropolitano;masculino;preta;segunda serie medio;quarta serie fundamental completa;terceira serie fundamental;;;4;2;catolica;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;concorda total;discorda total;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;concorda parcial;discorda total;concorda total;concorda total;concorda total;concorda parcial;neutro;concorda total;concorda total;discorda total;concorda total;discorda total;discorda total
SUDESTE;19;metropolitano;masculino;branca;medio completo;sexta serie fundamental;primeira serie medio;;1300;3;2;evangelica;concorda parcial;discorda parcial;discorda total;concorda parcial;discorda parcial;discorda total;discorda parcial;concorda parcial;neutro;discorda parcial;concorda parcial;concorda total;discorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;neutro;discorda total;discorda parcial;discorda parcial;discorda total;discorda parcial;discorda total;discorda total;neutro
SUL;60;urbano;feminino;parda;segunda serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;;1000;2;2;evangelica;discorda total;neutro;concorda total;neutro;neutro;concorda total;concorda total;concorda total;neutro;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;concorda total
NORTE;20;urbano;feminino;parda;sexta serie fundamental;terceira serie fundamental;quarta serie fundamental incompleta;678;800;6;1;catolica;concorda parcial;ns;discorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;discorda total;concorda parcial;concorda total;discorda total;discorda parcial;concorda parcial
SUL;65;urbano;feminino;branca;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;600;600;1;2;catolica;concorda total;neutro;concorda total;neutro;concorda total;discorda parcial;concorda total;neutro;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;neutro;concorda total;concorda total;concorda total;concorda total;discorda parcial;neutro;concorda total;concorda total;discorda parcial;neutro;discorda parcial;concorda total
SUDESTE;21;urbano;feminino;preta;terceira serie medio incompleto;medio completo;quarta serie fundamental completa;3000;3000;3;2;espirita;discorda total;concorda parcial;discorda total;concorda total;discorda total;concorda total;discorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda parcial;discorda parcial;discorda total;concorda parcial;discorda total;discorda total;concorda total
SUDESTE;54;metropolitano;masculino;branca;terceira serie medio incompleto;setima serie fundamental;sexta serie fundamental;1200;;2;2;catolica;discorda total;discorda total;discorda parcial;discorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;discorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;discorda parcial;discorda parcial;concorda parcial;discorda total;concorda parcial;discorda parcial;discorda total;discorda total;concorda parcial;concorda parcial;discorda parcial;discorda total;concorda parcial
SUL;52;urbano;feminino;branca;primeira serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;600;;5;2;outras;discorda parcial;neutro;concorda total;discorda parcial;neutro;concorda total;concorda total;concorda total;ns;concorda total;concorda total;concorda total;ns;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;concorda total;concorda total;discorda parcial;concorda total;discorda parcial;ns;concorda total;discorda parcial;concorda total
SUDESTE;25;metropolitano;masculino;preta;segunda serie medio;segunda serie medio;oitava serie fundamental incompleta;3500;3500;6;2;evangelica;discorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial;neutro;concorda parcial;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;discorda total;discorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total
NORTE;40;urbano;feminino;parda;medio completo;oitava serie fundamental incompleta;oitava serie fundamental incompleta;1200;2000;3;2;evangelica;concorda parcial;ns;discorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;discorda total;concorda total;concorda total;discorda total;discorda parcial;concorda total
SUL;38;urbano;feminino;preta;quinta serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;700;1800;5;2;evangelica;concorda total;discorda total;discorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda total;discorda parcial;discorda parcial;discorda parcial;concorda total;concorda total;discorda parcial;discorda parcial;concorda total
SUDESTE;24;metropolitano;masculino;parda;primeira serie medio;quarta serie fundamental completa;primeira serie medio;850;1500;4;2;evangelica;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda parcial;discorda parcial;concorda parcial;concorda parcial;discorda total;neutro;discorda total;discorda parcial;concorda parcial;discorda parcial;neutro;discorda parcial;discorda parcial;discorda parcial;discorda parcial;neutro;discorda total;discorda parcial;discorda total;discorda total;discorda total;discorda total
SUL;49;urbano;masculino;parda;quarta serie fundamental completa;analfabeto ou sem instrucao;analfabeto ou sem instrucao;900;2000;5;2;evangelica;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda parcial;discorda total;concorda total;discorda parcial;discorda parcial;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda total
NORTE;77;urbano;masculino;parda;terceira serie fundamental;analfabeto ou sem instrucao;terceira serie fundamental;678;678;3;2;catolica;concorda parcial;ns;discorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;concorda total;discorda total;concorda total;concorda total;discorda total;neutro;concorda total
SUDESTE;32;metropolitano;feminino;parda;fundamental completa;analfabeto ou sem instrucao;primeira serie fundamental;1500;1500;2;2;evangelica;discorda total;neutro;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;discorda total;discorda total;concorda parcial
SUDESTE;18;metropolitano;masculino;branca;primeira serie medio;segunda serie medio;segunda serie medio;2500;3800;6;2;evangelica;discorda total;concorda total;discorda total;concorda total;concorda parcial;discorda total;neutro;concorda parcial;concorda total;concorda parcial;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;neutro;neutro;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total
SUL;29;urbano;masculino;branca;primeira serie medio;quarta serie fundamental completa;analfabeto ou sem instrucao;1500;2200;2;2;catolica;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda parcial;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda parcial;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda total
SUDESTE;29;urbano;masculino;parda;fundamental completa;quarta serie fundamental completa;quarta serie fundamental completa;;;3;2;afrobrasileiras;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda parcial;concorda total;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda total
NORTE;36;urbano;feminino;parda;medio completo;nao sabe;nao sabe;678;1356;5;1;evangelica;concorda total;ns;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda parcial;concorda total;discorda total;discorda total;concorda parcial;concorda total
